country,date,confirmed,deaths,recovered,tests,hospitalized,in.icu,confirmed_m_00-09,confirmed_w_00-09,confirmed_m_10-19,confirmed_w_10-19,confirmed_m_20-29,confirmed_w_20-29,confirmed_m_30-39,confirmed_w_30-39,confirmed_m_40-49,confirmed_w_40-49,confirmed_m_50-59,confirmed_w_50-59,confirmed_m_60-69,confirmed_w_60-69,confirmed_m_70-79,confirmed_w_70-79,confirmed_m_80+,confirmed_w_80+,death_m_00-09,death_w_00-09,death_m_10-19,death_w_10-19,death_m_20-29,death_w_20-29,death_m_30-39,death_w_30-39,death_m_40-49,death_w_40-49,death_m_50-59,death_w_50-59,death_m_60-69,death_w_60-69,death_m_70-79,death_w_70-79,death_m_80+,death_w_80+,first_vaccine,second_vaccine
Portugal,2021-03-27,820042,16827,775007,NA,618,148,23092,22152,37798,38158,54940,62096,53680,63923,60245,76114,53544,68150,40018,43338,25560,28877,22543,45530,1,1,1,1,7,5,21,20,91,61,329,129,1042,455,2250,1319,5089,6005,NA,NA
Portugal,2021-03-26,819698,16819,771339,NA,669,155,23092,22148,37779,38156,54916,62086,53663,63905,60217,76085,53520,68132,39992,43309,25543,28862,22518,45491,1,1,1,1,7,5,21,20,91,61,328,129,1042,454,2250,1318,5087,6002,NA,NA
Portugal,2021-03-25,819210,16814,770448,NA,695,154,23084,22136,37746,38129,54862,62048,53638,63877,60183,76048,53485,68105,39960,43279,25540,28847,22502,45463,1,1,1,1,7,5,21,20,91,61,328,129,1042,454,2249,1317,5087,5999,NA,NA
Portugal,2021-03-24,818787,16805,769838,NA,712,155,23074,22129,37732,38120,54836,62031,53585,63854,60154,76015,53437,68086,39922,43242,25524,28829,22485,45440,1,1,1,1,7,5,21,20,91,61,328,129,1040,454,2249,1316,5085,5995,NA,NA
Portugal,2021-03-23,818212,16794,769086,NA,743,159,23061,22121,37715,38096,54772,61997,53521,63804,60124,75984,53396,68036,39893,43193,25501,28812,22472,45420,1,1,1,1,7,5,21,20,91,61,326,129,1040,454,2249,1316,5082,5989,NA,NA
Portugal,2021-03-22,817778,16784,767874,NA,771,165,23054,22120,37696,38071,54750,61967,53505,63790,60095,75935,53360,68000,39855,43175,25485,28790,22455,45385,1,1,1,1,7,5,21,20,91,61,326,129,1040,454,2247,1315,5080,5984,NA,NA
Portugal,2021-03-21,817530,16768,767319,NA,765,170,23053,22118,37690,38069,54735,61944,53490,63775,60078,75920,53333,67976,39844,43146,25472,28785,22443,45369,1,1,1,1,7,5,21,20,91,61,325,129,1039,454,2242,1315,5076,5979,NA,NA
Portugal,2021-03-20,817080,16762,766924,NA,744,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2021-03-19,816623,16754,766170,NA,789,182,23022,22095,37661,38050,54667,61873,53426,63707,60014,75839,53287,67879,39798,43073,25443,28751,22412,45335,1,1,1,1,7,5,21,20,91,61,325,129,1035,453,2238,1314,5073,5978,NA,NA
Portugal,2021-03-18,816055,16743,764599,NA,828,187,23005,22077,37637,38028,54623,61828,53374,63671,59977,75786,53247,67842,39775,43024,25421,28741,22407,45302,1,1,1,1,7,5,21,20,90,61,325,129,1031,453,2237,1313,5071,5976,NA,NA
Portugal,2021-03-17,815570,16722,764019,NA,856,205,22990,22071,37622,38016,54580,61791,53330,63644,59940,75746,53217,67800,39747,42996,25406,28710,22393,45286,1,1,1,1,7,5,21,20,90,61,324,128,1028,453,2232,1311,5065,5973,NA,NA
Portugal,2021-03-16,814897,16707,762961,NA,955,213,22978,22059,37590,37997,54543,61735,53288,63594,59894,75686,53173,67728,39706,42956,25384,28681,22373,45246,1,1,1,1,7,5,21,20,90,61,323,128,1027,452,2229,1309,5061,5970,NA,NA
Portugal,2021-03-15,814513,16694,761788,NA,996,231,22976,22047,37578,37985,54504,61726,53264,63566,59863,75662,53152,67691,39680,42929,25371,28664,22352,45219,1,1,1,1,7,5,21,20,89,61,323,126,1026,452,2226,1307,5059,5968,NA,NA
Portugal,2021-03-14,814257,16684,759417,NA,976,242,22972,22052,37580,37972,54483,61715,53264,63545,59838,75651,53127,67663,39670,42899,25354,28651,22339,45197,1,1,1,1,7,5,21,20,89,61,323,126,1025,452,2224,1306,5057,5964,NA,NA
Portugal,2021-03-13,813716,16669,756259,NA,980,253,22956,22039,37553,37949,54431,61665,53228,63513,59805,75603,53085,67626,39644,42875,25338,28629,22328,45168,1,1,1,1,7,5,21,20,88,61,322,126,1025,452,2220,1304,5055,5959,NA,NA
Portugal,2021-03-12,813152,16650,749770,NA,1046,266,22926,22023,37547,37922,54361,61623,53187,63493,59773,75563,53043,67579,39621,42847,39621,42847,22308,45128,1,1,1,1,7,5,21,20,88,60,322,126,1024,452,2218,1303,5051,5949,NA,NA
Portugal,2021-03-11,812575,16635,744196,NA,1102,273,22913,21999,37527,37904,54313,61583,53145,63456,59732,75527,53003,67524,39589,42810,25295,28584,22291,45097,1,1,1,1,7,5,21,20,88,60,322,125,1023,450,2216,1301,5046,5947,NA,NA
Portugal,2021-03-10,811948,16617,738179,NA,1201,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2021-03-09,811306,16595,734218,NA,1278,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2021-03-08,810459,16565,732346,NA,1403,342,22853,21950,37452,37830,54143,61434,52966,63328,59568,75382,52844,67364,39483,42673,25206,28506,22227,44981,1,1,1,1,7,5,21,20,88,60,318,124,1015,446,2200,1299,5028,5930,NA,NA
Portugal,2021-03-07,810094,16540,731567,NA,1414,354,22843,21942,37452,37816,54098,61414,52953,63301,59556,75363,52820,67314,39458,42649,25193,28487,22210,44956,1,1,1,1,7,5,21,20,88,60,318,123,1014,445,2196,1299,5019,5921,NA,NA
Portugal,2021-03-06,809412,16512,730601,NA,1416,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2021-03-05,808405,16486,728659,NA,1583,383,22773,21875,37381,37737,53967,61316,52832,63194,59425,75234,52708,67167,39372,42577,25128,28409,22162,44881,1,1,1,1,7,5,20,20,87,60,314,123,1014,444,2177,1294,5004,5913,NA,NA
Portugal,2021-03-04,807456,16458,727053,NA,1708,399,22742,21859,37338,37694,53899,61261,52782,63112,59358,75163,52619,67080,39317,42521,25094,28377,22128,44844,1,1,1,1,7,5,20,20,87,60,312,123,1012,444,2173,1293,4993,5905,NA,NA
Portugal,2021-03-03,806626,16430,725399,NA,1827,415,22722,21840,37316,37673,53827,61185,52735,63061,59298,75071,52549,67018,39295,42467,25067,28349,22106,44777,1,1,1,1,7,5,20,20,87,59,310,123,1009,442,2169,1288,4989,5898,NA,NA
Portugal,2021-03-02,805647,16389,723465,NA,1997,446,22698,21811,37261,37611,53759,61137,52687,62978,59225,74981,52485,66943,39230,42388,25041,28316,22090,44734,1,1,1,1,7,5,20,20,87,59,310,122,1008,439,2164,1284,4971,5889,NA,NA
Portugal,2021-03-01,804956,16351,720235,NA,2167,469,22683,21788,37228,37598,53720,61088,52627,62938,59161,74930,52440,66866,39194,42353,25012,28299,22068,44693,1,1,1,1,7,5,20,20,87,59,307,121,1007,437,2160,1280,4961,5876,NA,NA
Portugal,2021-02-28,804562,16317,718977,NA,2165,484,22674,21773,37214,37597,53694,61062,52590,62909,59143,74921,52408,66834,39174,42303,24997,28281,22050,44668,1,1,1,1,7,5,20,19,87,59,307,121,1003,436,2158,1277,4952,5862,NA,NA
Portugal,2021-02-27,803844,16276,717313,NA,2180,492,22641,21751,37183,37566,53641,61031,52539,62863,59076,74867,52359,66780,39135,42265,24972,28257,22025,44623,1,1,1,1,7,5,20,19,87,59,306,121,998,433,2146,1276,4940,5855,NA,NA
Portugal,2021-02-26,802773,16243,714493,NA,2404,522,22619,21715,37135,37536,53560,60951,52472,62800,59000,74791,52275,66682,39073,42191,24935,28208,21992,44569,1,1,1,1,7,5,20,19,87,59,305,120,998,430,2139,1270,4932,5848,NA,NA
Portugal,2021-02-25,801746,16185,711713,NA,2613,536,22583,21686,37093,37475,53490,60900,52405,62742,58925,74714,52198,66605,39007,42135,24895,28168,21958,44497,1,1,1,1,7,5,20,19,87,59,304,119,991,430,2131,1262,4919,5828,NA,NA
Portugal,2021-02-24,800586,16136,709054,NA,2767,567,22554,21660,37054,37434,53400,60827,52325,62655,58844,74634,52131,66514,38946,42051,24838,28123,21920,44405,1,1,1,1,7,5,20,19,87,59,303,119,988,429,2123,1256,4904,5813,NA,NA
Portugal,2021-02-23,799106,16086,705976,NA,3012,597,22523,21621,36987,37374,53294,60727,52212,62551,58723,74505,52033,66399,38877,41959,24787,28058,21875,44329,1,1,1,1,7,5,20,19,87,59,303,119,985,427,2116,1252,4885,5798,NA,NA
Portugal,2021-02-22,798074,16023,701409,NA,3322,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2021-02-21,797525,15962,699222,NA,3316,638,22484,21603,36946,37305,53195,60636,52117,62453,58586,74385,51919,66273,38798,41870,24708,27993,21801,44182,1,1,1,1,6,5,20,19,85,59,301,119,977,421,2101,1240,4845,5760,NA,NA
Portugal,2021-02-20,796339,15897,696916,NA,3284,656,22446,21575,36896,37265,53106,60545,52054,62393,58498,74294,51824,66198,38737,41782,24660,27938,21757,44101,1,1,1,1,6,5,20,19,85,59,297,119,972,419,2087,1237,4830,5738,NA,NA
Portugal,2021-02-19,794769,15821,691866,NA,3584,669,22413,21531,36825,37206,53012,60433,51955,62270,58382,74163,51731,66060,38639,41686,24604,27882,21707,43999,1,1,1,1,6,5,20,19,85,58,295,119,968,412,2082,1232,4805,5711,NA,NA
Portugal,2021-02-18,792829,15754,687462,NA,3819,688,22364,21488,36743,37116,52881,60287,51824,62136,58243,74022,51596,65891,38508,41574,24533,27805,21661,43882,1,1,1,1,6,5,20,19,85,58,294,119,963,407,2068,1229,4783,5694,NA,NA
Portugal,2021-02-17,790885,15649,683061,NA,4137,719,22314,21439,36654,37032,52762,60160,51677,61987,58103,73882,51478,65736,38408,41459,24460,27694,21606,43767,1,1,1,1,6,5,20,19,84,58,289,117,954,401,2050,1219,4763,5660,NA,NA
Portugal,2021-02-16,788561,15522,677719,NA,4482,752,22265,21367,36562,36932,52623,60015,51524,61812,57931,73700,51315,65537,38296,41330,24362,27606,21523,43596,1,1,1,1,6,5,20,19,83,58,286,116,944,399,2030,1205,4726,5621,NA,NA
Portugal,2021-02-15,787059,15411,668854,NA,4832,784,22250,21356,36506,36872,52532,59909,51403,61721,57826,73582,51199,65412,38212,41228,24294,27533,21465,43497,1,1,1,1,6,5,20,19,83,58,281,112,938,396,2016,1194,4695,5584,NA,NA
Portugal,2021-02-14,785756,15321,665316,NA,4826,795,22226,21313,36461,36822,52459,59813,51316,61642,57736,73469,51114,65308,38121,41162,24239,27458,21423,43412,1,1,1,1,6,4,20,19,81,57,278,111,934,394,2006,1182,4667,5558,NA,NA
Portugal,2021-02-13,784079,15183,661525,NA,4850,803,22186,21267,36383,36734,52352,59711,51217,61544,57613,73338,50992,65175,38032,41054,24191,27389,21357,43280,1,1,1,1,6,4,20,19,80,57,277,110,920,388,1989,1164,4623,5522,NA,NA
Portugal,2021-02-12,781223,15034,652739,NA,5230,846,22119,21198,36260,36609,52153,59511,51019,61345,57423,73118,50788,64928,37884,40885,24094,27267,21268,43093,1,1,1,1,6,4,20,18,80,55,275,107,906,382,1964,1153,4587,5473,NA,NA
Portugal,2021-02-11,778369,14885,645122,NA,5570,836,22066,21142,36141,36474,51959,59324,50842,61158,57211,72864,50607,64683,37722,40739,23987,27116,21175,42901,1,1,1,1,6,4,19,18,80,55,273,107,901,377,1941,1143,4537,5420,NA,NA
Portugal,2021-02-10,774889,14718,636859,NA,5829,853,21986,21071,36009,36346,51746,59087,50638,60925,56939,72572,50369,64377,37503,40486,23868,26948,21080,42684,1,1,1,1,6,4,19,18,78,54,267,107,887,374,1915,1128,4487,5370,NA,NA
Portugal,2021-02-09,770502,14557,628078,NA,6070,862,21869,20983,35818,36197,51524,58813,50381,60605,56616,72191,50089,63936,37259,40216,23717,26751,20920,42369,1,1,1,1,6,4,19,17,78,52,266,107,877,366,1888,1119,4442,5312,NA,NA
Portugal,2021-02-08,767919,14354,612921,NA,6344,877,21823,20935,35726,36112,51369,58648,50209,60404,56425,71987,49896,63731,37108,40086,23590,26637,20801,42184,1,1,1,1,6,4,18,16,76,51,262,105,867,359,1859,1105,4387,5235,NA,NA
Portugal,2021-02-07,765414,14158,606166,NA,6248,865,21750,20862,35640,35993,51215,58489,50046,60233,56229,71763,49725,63510,36953,39940,23504,26537,20729,42047,1,1,1,1,6,4,18,16,74,49,256,102,856,356,1832,1092,4331,5162,NA,NA
Portugal,2021-02-06,761906,13954,599593,NA,6158,891,21662,20779,35472,35826,51006,58278,49852,60009,55985,71460,49452,63216,36771,39728,23360,26396,20611,41796,1,1,1,1,6,4,18,16,73,49,253,101,846,352,1785,1073,4272,5102,NA,NA
Portugal,2021-02-05,755774,13740,585276,NA,6412,904,21485,20613,35228,35576,50668,57924,49520,59589,55520,70920,49048,62666,36417,39363,23150,26125,20381,41339,0,1,1,1,6,4,17,16,70,47,250,101,833,344,1756,1056,4211,5026,NA,NA
Portugal,2021-02-04,748858,13482,573934,NA,6496,863,21252,20442,34913,35238,50276,57471,49127,59101,55004,70265,48578,62136,36049,38953,22915,25840,20166,40919,0,1,1,1,6,4,17,14,69,46,247,99,814,335,1726,1037,4132,4933,NA,NA
Portugal,2021-02-03,740944,13257,563174,NA,6684,877,21034,20231,34560,34878,49799,56960,48665,58584,54426,69533,47996,61471,35645,38462,22625,25480,19939,40427,0,1,1,1,6,4,17,14,69,45,244,98,799,328,1694,1012,4075,4849,NA,NA
Portugal,2021-02-02,731861,13017,551956,NA,6775,852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2021-02-01,726321,12757,534384,NA,6869,865,20639,19815,33932,34184,48975,56082,47773,57536,53289,68161,46913,60302,34833,37575,22112,24930,19497,39546,0,1,1,1,5,4,17,14,68,41,234,95,762,312,1636,973,3922,4671,NA,NA
Portugal,2021-01-31,720516,12482,526411,NA,6694,858,20424,19620,33695,33906,48653,55708,47444,57140,52857,67630,46510,59808,34563,37247,21934,24696,19305,39152,0,1,1,1,5,4,17,13,68,40,225,93,744,308,1593,953,3836,4580,NA,NA
Portugal,2021-01-30,711018,12179,518900,NA,6544,843,20076,19261,33183,33408,48166,55112,46847,56472,52130,66733,45901,59012,34093,36737,21599,24350,19049,38664,0,1,1,1,5,4,17,12,68,40,221,91,723,298,1564,934,3739,4460,NA,NA
Portugal,2021-01-29,698583,11886,504886,NA,6627,806,19657,18893,32553,32832,47443,54308,46102,55579,51192,65527,45112,57896,33419,36018,21222,23885,18714,38009,0,1,1,1,5,4,16,12,66,39,217,86,705,286,1540,911,3647,4349,NA,NA
Portugal,2021-01-28,685383,11608,493699,NA,6565,782,19229,18511,31842,32190,46695,53452,45285,54630,50203,64274,44241,56731,32703,35294,20841,23390,18370,37292,0,1,1,1,5,4,14,12,65,36,211,84,694,278,1504,889,3567,4242,NA,NA
Portugal,2021-01-27,668951,11305,484753,NA,6603,783,18639,17938,31014,31374,45711,52349,44308,53416,48920,62758,43159,55405,31879,34315,20323,22850,17963,36427,0,1,1,1,5,3,13,12,63,35,207,82,679,267,1469,867,3464,4136,NA,NA
Portugal,2021-01-26,653878,11012,475485,NA,6472,765,18170,17500,30262,30661,44869,51392,43412,52250,47733,61225,42047,54134,31101,33496,19840,22299,17608,35679,0,1,1,1,5,3,13,12,61,32,205,81,668,261,1428,831,3360,4049,NA,NA
Portugal,2021-01-25,643113,10721,461757,NA,6420,767,17843,17186,29777,30171,44246,50652,42732,51428,46871,60180,41268,53264,30542,32912,19457,21920,17340,35129,0,1,1,1,5,3,12,12,59,31,199,76,650,257,1393,807,3270,3944,NA,NA
Portugal,2021-01-24,636190,10469,456491,NA,6117,742,17594,16937,29434,29813,43836,50194,42304,50909,46349,59540,40815,52707,30187,32549,19217,21674,17128,34809,0,1,1,1,5,3,12,12,59,30,195,75,625,252,1356,794,3200,3848,NA,NA
Portugal,2021-01-23,624469,10194,451324,NA,5922,720,17185,16581,28831,29212,43160,49364,41564,50100,45443,58379,40036,51755,29612,31920,18885,21291,16771,34189,0,1,1,1,5,3,12,12,59,29,191,74,610,244,1318,771,3117,3746,NA,NA
Portugal,2021-01-22,609136,9920,441556,NA,5779,715,16725,16084,27996,28428,42251,48351,40617,48895,44230,56926,39009,50419,28852,31120,18420,20814,16374,33434,0,1,1,1,5,3,12,12,58,29,184,73,587,238,1277,751,3035,3653,NA,NA
Portugal,2021-01-21,595149,9686,434237,NA,5630,702,16253,15642,27213,27712,41400,47389,39721,47806,43155,55606,38062,49260,28230,30400,18016,20353,16024,32719,0,1,1,1,5,3,12,12,57,29,183,73,575,234,1241,734,2959,3566,NA,NA
Portugal,2021-01-20,581605,9465,428364,NA,5493,681,15808,15213,26457,27009,40617,46504,38886,46790,42116,54253,37151,48117,27592,29696,17613,19930,15622,32048,0,1,1,1,5,3,12,11,56,29,176,72,561,229,1213,715,2900,3480,NA,NA
Portugal,2021-01-19,566958,9246,421871,NA,5291,670,15385,14819,25716,26302,39770,45542,37960,45585,40996,52820,36193,46914,26907,28953,17149,19404,15150,31211,0,1,1,1,4,3,11,11,54,28,172,71,548,225,1191,692,2826,3407,NA,NA
Portugal,2021-01-18,556503,9028,411589,NA,5165,664,15132,14541,25258,25868,39168,44845,37323,44765,40187,51822,35507,46013,26344,28410,16800,19052,14826,30463,0,1,1,1,4,3,9,11,54,28,168,68,537,220,1159,682,2764,3318,NA,NA
Portugal,2021-01-17,549801,8861,406929,NA,4889,647,14909,14318,24887,25534,38737,44378,36904,44231,39693,51206,35806,45499,26002,28072,16579,18838,14640,30109,0,1,1,1,3,3,9,9,54,27,167,66,530,215,1142,677,2702,3254,NA,NA
Portugal,2021-01-16,539416,8709,402542,NA,4653,638,14546,13994,24342,24994,38146,43649,36284,43486,38925,50221,34496,44686,25519,27481,16252,18511,14349,29407,0,1,1,1,3,3,9,8,54,27,165,65,524,212,1116,664,2654,3202,NA,NA
Portugal,2021-01-15,528469,8543,394065,NA,4560,622,14197,13662,23749,24359,37445,42867,35633,42656,38109,49193,33768,43779,25013,26959,15889,18129,14050,28838,0,1,1,1,3,3,9,7,53,27,160,65,211,209,1096,649,2602,3146,NA,NA
Portugal,2021-01-14,517806,8384,387607,NA,4368,611,13843,13321,23240,23790,36694,42134,34952,41868,37333,48183,33046,42892,24526,26465,15540,17753,13774,28283,0,1,1,1,3,3,9,7,52,27,157,65,504,203,1074,638,2560,3079,NA,NA
Portugal,2021-01-13,507108,8236,382544,NA,4240,596,13524,12998,22723,23308,36004,41364,34299,41072,36554,47163,32376,41999,23978,25933,15208,17353,13428,27657,0,1,1,1,3,3,9,7,49,26,155,64,490,197,1060,618,2522,3030,NA,NA
Portugal,2021-01-12,496552,8080,378084,NA,4043,599,13225,12699,22215,22816,35334,40545,33562,40252,35833,46145,31709,41096,23419,25372,14899,16989,13169,27106,0,1,1,1,3,3,8,7,47,26,151,63,480,195,1048,609,2465,2972,NA,NA
Portugal,2021-01-11,489293,7925,372056,NA,3983,567,13047,12551,21875,22477,34851,39947,33094,39700,35330,45504,31217,40522,23007,24937,14644,16701,12974,26751,0,1,1,1,3,3,8,7,46,26,147,63,469,189,1035,597,2422,2907,NA,NA
Portugal,2021-01-10,483689,7803,369108,NA,3770,558,12880,12414,21620,22205,34458,39500,32757,39266,34935,45014,30872,40073,22735,24621,14479,16506,12802,26387,0,1,1,1,3,3,8,7,45,26,145,63,459,185,1018,583,2392,2863,NA,NA
Portugal,2021-01-09,476187,7701,366080,NA,3555,540,12647,12217,21262,21849,33921,38926,32264,38695,34407,44397,30384,39470,22375,24202,14251,16237,12611,25908,0,1,1,1,3,3,8,7,44,26,144,61,455,183,1001,577,2358,2828,NA,NA
Portugal,2021-01-08,466709,7590,360181,NA,3451,536,12415,11994,20815,21370,33240,38182,31634,37996,33764,43539,29790,38746,21907,23678,13945,15886,12330,25320,0,1,1,1,3,3,8,7,44,24,143,60,447,179,982,569,2328,2790,NA,NA
Portugal,2021-01-07,456533,7472,355701,NA,3333,514,12156,11738,20316,20856,32460,37329,30926,37213,33050,42658,29139,37923,21406,23143,13666,15529,12089,24777,0,1,1,1,3,3,8,7,41,22,141,58,441,179,963,563,2294,2746,NA,NA
Portugal,2021-01-06,446606,7377,352225,NA,3293,513,11918,11504,19820,20354,31750,36512,30272,36412,32352,41737,28524,37106,20951,22640,13405,15167,11806,24219,0,1,1,1,3,3,8,7,40,22,139,58,437,178,945,556,2270,2708,NA,NA
Portugal,2021-01-05,436579,7286,349110,NA,3260,512,11692,11243,19328,19859,31047,35629,29582,35586,31602,40871,27885,36277,20476,22131,13118,14844,11530,23724,0,1,1,1,3,3,8,7,40,22,138,58,432,173,927,551,2244,2677,NA,NA
Portugal,2021-01-04,431623,7196,344419,NA,3171,510,11594,11141,19143,19632,30732,35217,29244,35167,31218,40379,27568,35874,20247,21851,12942,14666,11386,23470,0,1,1,1,3,3,8,6,40,22,136,56,425,166,917,549,2218,2644,NA,NA
Portugal,2021-01-03,427254,7118,342535,NA,3044,500,11477,11040,18962,19444,30471,34894,28961,34828,30874,39998,27283,35511,20015,21630,12775,14509,11240,23194,0,1,1,1,3,3,8,6,40,21,133,55,419,164,911,543,2194,2615,NA,NA
